Employee_ID,Employee_Name,Department,Leave_Type,Total_Days,EL_Balance,CL_Balance,CO_Balance,Overtime_Hours,Productivity_Score,Is_Peak_Season,Month
1094,Deepa Patel,HR,EL,7.0,14.43,9.62,2.17,17.39,78.61,0,2
1062,Anjali Reddy,FIN,CO,2.0,23.9,4.73,3.04,8.89,89.85,0,9
1079,Arjun Singh,SALES,EL,2.0,16.86,2.02,1.77,39.67,52.88,1,12
1089,Rohan Singh,SALES,CL,6.0,24.89,0.93,1.41,11.71,80.13,0,1
1048,Sanjay Sharma,HR,CO,8.0,12.77,6.17,4.28,9.34,82.19,0,8
1110,Anjali Singh,FIN,CL,4.0,23.92,8.27,4.32,19.94,83.54,1,11
1075,Priya Sharma,SALES,EL,8.0,23.17,10.49,1.1,3.17,76.24,0,7
1015,Priya Gupta,FIN,EL,1.0,16.74,10.29,1.52,3.85,77.58,0,5
1099,Deepa Gupta,ENG,CO,7.0,5.24,0.9,1.88,16.41,75.14,0,4
1041,Sanjay Sharma,HR,EL,7.0,27.28,5.52,3.55,19.67,76.0,0,9
1135,Priya Sharma,FIN,EL,7.0,20.9,9.19,0.4,0.94,75.39,0,1
1061,Anjali Sharma,OPS,EL,8.0,15.71,0.33,3.92,0.21,90.24,0,4
1096,Arjun Sharma,ENG,EL,4.0,16.92,4.67,4.44,17.88,81.72,1,11
1020,Anjali Verma,ENG,CO,8.0,28.27,0.61,2.74,17.81,80.25,1,12
1020,Anjali Verma,ENG,CO,6.0,28.8,9.88,3.55,11.75,91.41,0,2
1039,Meera Sharma,FIN,EL,6.0,6.6,0.89,0.58,17.39,84.44,0,3
1111,Anjali Patel,SALES,CL,3.0,11.47,4.17,3.97,12.5,93.75,0,7
1134,Anjali Iyer,HR,CO,4.0,24.71,0.29,2.67,13.77,89.97,0,6
1068,Anjali Sharma,FIN,CL,5.0,28.9,2.84,4.41,1.94,76.11,0,7
1028,Priya Nair,OPS,CO,8.0,22.37,6.18,4.95,12.23,82.42,0,9
1087,Arjun Gupta,OPS,CO,7.0,14.61,4.16,2.16,15.64,84.68,1,11
1026,Deepa Singh,FIN,EL,4.0,10.96,2.69,2.52,5.22,75.18,0,3
1102,Priya Reddy,SALES,CL,2.0,26.12,0.96,3.53,37.97,75.7,1,12
1070,Rohan Nair,HR,CL,6.0,11.56,6.97,3.59,2.49,86.99,0,4
1081,Deepa Reddy,OPS,CL,4.0,25.94,3.88,4.45,3.21,78.46,0,5
1022,Deepa Reddy,FIN,EL,6.0,7.66,9.86,0.69,14.95,75.96,0,4
1105,Rohan Sharma,SALES,CL,6.0,24.1,6.17,3.9,10.45,87.82,0,5
1016,Meera Sharma,HR,CO,9.0,22.9,7.29,0.44,13.54,76.28,0,4
1044,Arjun Reddy,SALES,CO,2.0,26.04,0.36,4.22,31.88,55.05,1,10
1066,Arjun Gupta,SALES,EL,1.0,20.51,6.54,0.63,30.07,63.61,1,12
1136,Rohan Iyer,OPS,EL,3.0,8.48,10.39,4.36,8.37,83.89,1,11
1100,Sanjay Gupta,FIN,CL,3.0,11.67,6.07,3.89,17.17,91.9,0,8
1005,Priya Singh,HR,EL,3.0,20.89,11.92,3.89,4.52,78.52,0,1
1021,Arjun Verma,OPS,CO,3.0,12.35,5.36,3.64,13.86,94.75,1,11
1040,Meera Singh,HR,EL,8.0,16.45,4.76,2.16,11.39,75.04,0,9
1119,Arjun Singh,SALES,CL,7.0,9.35,6.56,3.57,8.89,75.54,0,5
1070,Rohan Nair,HR,CL,9.0,8.12,7.83,0.26,8.92,86.08,0,2
1038,Arjun Sharma,SALES,EL,6.0,22.69,1.27,3.88,16.16,90.36,0,1
1088,Priya Verma,HR,EL,8.0,19.43,7.76,2.29,10.57,75.69,1,12
1117,Arjun Nair,OPS,EL,3.0,12.32,6.55,0.67,13.83,90.9,0,5
1015,Priya Gupta,FIN,CL,3.0,17.21,6.29,3.33,5.34,93.21,0,6
1091,Anjali Singh,OPS,CO,4.0,20.65,0.9,0.56,0.99,80.15,0,5
1046,Arjun Singh,OPS,CO,6.0,14.67,9.85,4.85,9.08,85.14,0,5
1146,Deepa Gupta,ENG,EL,6.0,20.98,4.09,4.99,5.27,80.58,0,9
1115,Meera Iyer,SALES,EL,6.0,22.42,8.7,4.18,40.79,72.18,1,11
1081,Deepa Reddy,OPS,EL,3.0,18.48,3.06,3.84,15.04,86.77,1,11
1050,Arjun Iyer,ENG,CL,5.0,26.46,5.56,3.92,18.94,80.5,0,2
1084,Vikram Reddy,ENG,CO,6.0,27.85,11.77,3.31,16.34,89.99,0,1
1089,Rohan Singh,SALES,CO,8.0,13.58,8.0,0.51,0.24,77.79,0,6
1046,Arjun Singh,OPS,CO,5.0,26.73,8.84,2.51,11.46,77.74,0,8
1138,Meera Patel,ENG,EL,5.0,21.79,4.01,1.27,12.62,75.5,0,8
1019,Priya Sharma,FIN,CL,2.0,13.56,6.56,0.46,15.13,86.65,0,8
1079,Arjun Singh,SALES,EL,6.0,15.03,11.37,1.98,2.5,85.51,0,4
1013,Meera Reddy,FIN,EL,9.0,13.74,7.16,1.37,0.53,89.7,0,5
1071,Arjun Nair,OPS,EL,5.0,27.33,8.27,1.42,13.88,81.12,0,7
1072,Arjun Patel,ENG,CO,1.0,6.94,6.15,1.72,6.57,87.05,0,5
1057,Rohan Patel,OPS,EL,2.0,6.77,7.92,4.05,13.46,84.94,0,6
1023,Rohan Reddy,FIN,EL,1.0,12.85,11.5,0.17,11.6,78.33,0,4
1045,Meera Reddy,ENG,CO,8.0,10.88,5.93,4.57,4.23,77.88,0,7
1034,Rohan Iyer,ENG,CO,1.0,11.33,10.74,2.87,7.02,91.65,0,8
1114,Deepa Nair,HR,CO,5.0,15.14,11.81,1.46,5.9,82.09,0,4
1058,Priya Iyer,HR,CO,7.0,26.97,2.36,4.74,4.11,87.27,0,7
1131,Anjali Iyer,HR,CL,5.0,28.64,8.12,1.51,3.77,81.07,0,4
1053,Deepa Reddy,OPS,EL,7.0,7.62,5.08,3.98,2.83,77.61,0,4
1106,Sanjay Patel,HR,EL,5.0,18.62,1.04,1.18,3.3,77.49,0,4
1145,Sanjay Nair,OPS,CL,5.0,10.46,0.66,0.09,2.06,78.44,0,6
1016,Meera Sharma,HR,CO,3.0,25.81,11.9,0.82,13.84,88.49,1,12
1058,Priya Iyer,HR,CO,7.0,8.3,10.64,1.38,4.47,92.14,0,1
1081,Deepa Reddy,OPS,EL,7.0,10.44,0.94,2.87,1.97,83.99,0,4
1080,Sanjay Sharma,ENG,EL,9.0,20.6,5.69,4.38,5.43,75.07,0,5
1113,Deepa Singh,ENG,CO,6.0,22.98,0.34,1.88,12.54,77.92,0,9
1074,Anjali Singh,SALES,CO,2.0,19.9,1.29,0.08,18.19,80.39,0,3
1057,Rohan Patel,OPS,EL,6.0,6.92,4.96,3.39,4.74,76.68,0,9
1097,Meera Sharma,HR,EL,6.0,29.71,4.13,0.31,14.69,85.43,1,12
1113,Deepa Singh,ENG,EL,3.0,10.09,3.13,0.46,7.99,83.38,1,12
1067,Arjun Sharma,HR,CO,7.0,29.65,9.85,1.41,1.4,76.13,0,9
1063,Priya Reddy,FIN,CO,2.0,11.09,3.67,2.42,1.26,87.22,1,12
1055,Priya Iyer,FIN,CO,9.0,23.82,6.0,0.64,11.64,81.0,1,11
1002,Vikram Gupta,ENG,EL,8.0,15.8,9.56,2.98,17.73,83.22,1,10
1010,Anjali Iyer,FIN,CL,2.0,8.61,1.12,0.08,17.47,79.73,0,7
1113,Deepa Singh,ENG,CO,8.0,27.05,11.51,0.96,14.35,88.29,1,11
1074,Anjali Singh,SALES,CO,7.0,28.64,7.59,2.18,10.5,78.99,0,8
1032,Arjun Nair,OPS,EL,3.0,11.73,11.79,1.91,3.56,82.03,0,3
1105,Rohan Sharma,SALES,EL,5.0,19.46,7.17,3.69,21.64,65.31,1,12
1116,Priya Sharma,FIN,EL,7.0,17.68,5.3,0.65,5.82,92.38,1,10
1049,Vikram Gupta,HR,CL,8.0,19.85,8.63,3.09,1.63,79.35,0,6
1069,Vikram Sharma,HR,CL,6.0,17.17,11.22,3.19,17.97,84.13,0,6
1103,Deepa Sharma,FIN,EL,5.0,16.17,9.34,1.1,3.29,83.13,0,2
1012,Sanjay Gupta,ENG,CO,2.0,8.13,4.58,0.14,17.1,82.18,0,2
1146,Deepa Gupta,ENG,CL,7.0,12.66,11.55,4.82,5.79,84.59,0,3
1128,Sanjay Singh,SALES,CO,2.0,7.51,6.11,0.12,38.8,54.47,1,11
1057,Rohan Patel,OPS,CL,9.0,5.49,10.55,4.83,6.83,81.77,0,3
1065,Meera Verma,FIN,CO,3.0,15.2,11.76,3.25,14.84,75.63,0,6
1066,Arjun Gupta,SALES,CL,2.0,14.22,9.24,4.05,8.01,93.94,0,6
1043,Vikram Verma,ENG,EL,1.0,27.69,1.05,4.68,16.51,90.83,0,4
1045,Meera Reddy,ENG,CO,5.0,12.23,11.43,0.25,3.0,85.75,0,6
1093,Sanjay Reddy,HR,CO,7.0,11.44,8.42,0.07,0.99,86.99,0,5
1057,Rohan Patel,OPS,EL,5.0,16.49,5.99,0.36,13.69,85.06,0,5
1025,Anjali Sharma,FIN,EL,9.0,25.48,6.44,4.3,4.26,87.16,0,6
1056,Anjali Iyer,OPS,CO,5.0,19.62,3.19,0.16,2.39,87.45,0,3
1068,Anjali Sharma,FIN,CL,1.0,8.31,6.56,2.73,1.79,83.36,0,8
1108,Meera Reddy,HR,CO,9.0,7.48,1.09,1.31,17.5,77.58,1,10
1127,Meera Patel,FIN,EL,2.0,22.42,1.16,1.37,6.4,90.26,0,2
1048,Sanjay Sharma,HR,CO,4.0,19.84,1.53,2.14,3.22,89.01,0,2
1013,Meera Reddy,FIN,EL,9.0,9.79,5.69,1.81,7.17,85.59,0,1
1018,Arjun Gupta,ENG,CO,8.0,16.8,5.88,4.23,16.64,83.07,0,5
1016,Meera Sharma,HR,CO,6.0,24.85,5.84,1.67,2.14,79.78,0,3
1084,Vikram Reddy,ENG,CO,1.0,5.88,3.88,2.72,11.03,82.13,1,11
1020,Anjali Verma,ENG,CO,4.0,11.95,2.21,2.49,5.52,89.62,0,2
1136,Rohan Iyer,OPS,EL,6.0,15.47,9.31,1.69,11.27,79.1,1,12
1025,Anjali Sharma,FIN,CL,6.0,9.59,9.85,2.14,3.78,80.64,0,9
1016,Meera Sharma,HR,CL,8.0,28.59,11.72,1.88,18.47,85.9,0,8
1145,Sanjay Nair,OPS,CL,9.0,21.47,11.87,1.33,13.44,76.04,0,5
1052,Arjun Gupta,ENG,CO,1.0,24.67,6.12,1.5,3.03,80.69,1,12
1100,Sanjay Gupta,FIN,CO,2.0,9.87,3.76,3.1,12.77,88.99,0,5
1022,Deepa Reddy,FIN,CL,3.0,16.66,4.34,0.54,17.52,90.66,1,11
1049,Vikram Gupta,HR,CL,3.0,29.84,2.1,3.36,3.47,89.5,0,6
1074,Anjali Singh,SALES,EL,5.0,23.64,11.95,3.33,9.87,93.46,0,7
1049,Vikram Gupta,HR,EL,5.0,11.37,5.87,2.04,19.73,76.12,0,7
1145,Sanjay Nair,OPS,CO,1.0,6.36,10.04,2.56,10.54,86.23,0,1
1099,Deepa Gupta,ENG,EL,2.0,12.97,7.12,1.05,2.33,94.4,1,12
1069,Vikram Sharma,HR,CL,2.0,7.31,1.21,1.0,20.0,75.04,0,3
1023,Rohan Reddy,FIN,CL,9.0,28.88,7.33,0.01,17.88,85.43,0,1
1115,Meera Iyer,SALES,CO,2.0,12.89,9.47,3.41,42.65,64.88,1,10
1048,Sanjay Sharma,HR,CL,8.0,14.16,4.48,0.76,15.97,89.14,0,2
1091,Anjali Singh,OPS,CL,7.0,7.65,7.54,0.61,19.72,90.61,0,7
1111,Anjali Patel,SALES,CO,6.0,27.78,6.65,0.87,7.57,91.86,0,9
1123,Sanjay Verma,OPS,CO,7.0,27.35,11.04,0.47,10.88,89.81,1,11
1047,Sanjay Reddy,HR,CL,9.0,9.17,9.57,3.6,1.72,84.28,0,3
1118,Meera Reddy,HR,CL,4.0,18.75,7.43,3.32,16.73,79.31,1,11
1137,Meera Gupta,SALES,CL,6.0,8.92,11.7,4.21,10.02,94.63,0,3
1106,Sanjay Patel,HR,EL,2.0,28.21,0.79,2.75,11.82,88.05,1,11
1100,Sanjay Gupta,FIN,EL,6.0,9.87,9.92,2.81,15.24,89.27,0,6
1032,Arjun Nair,OPS,EL,1.0,15.8,11.6,2.26,2.86,82.79,0,8
1053,Deepa Reddy,OPS,CL,9.0,12.34,8.06,3.51,7.43,75.35,0,4
1007,Meera Reddy,ENG,CO,3.0,24.45,4.59,2.22,7.52,82.35,0,7
1095,Priya Singh,FIN,CO,1.0,27.22,5.81,3.64,6.33,81.84,1,12
1112,Sanjay Sharma,OPS,CL,5.0,7.11,8.22,3.54,7.2,76.53,0,5
1045,Meera Reddy,ENG,CL,9.0,28.77,4.9,2.33,1.05,75.75,0,8
1010,Anjali Iyer,FIN,CO,5.0,11.08,8.94,0.84,3.8,84.21,0,6
1029,Rohan Verma,ENG,CO,4.0,21.27,9.89,2.09,1.46,80.47,1,12
1074,Anjali Singh,SALES,EL,7.0,17.96,0.45,2.85,18.42,94.37,0,8
1097,Meera Sharma,HR,CO,4.0,26.21,10.87,2.71,12.59,80.14,0,7
1142,Rohan Patel,ENG,CO,1.0,25.76,7.97,1.69,18.71,93.24,0,8
1090,Arjun Reddy,HR,EL,7.0,23.53,9.93,4.84,17.8,87.01,0,9
1042,Sanjay Sharma,HR,CO,3.0,27.3,8.79,2.54,19.84,80.32,0,9
1118,Meera Reddy,HR,CL,8.0,15.34,9.0,3.47,19.81,80.56,0,2
1125,Rohan Singh,SALES,CO,1.0,18.72,9.56,2.92,49.66,77.85,1,11
1037,Vikram Gupta,OPS,EL,9.0,23.7,2.5,1.03,3.79,77.51,0,5
1139,Arjun Verma,ENG,CO,2.0,24.93,3.23,4.44,2.75,81.73,0,9
1061,Anjali Sharma,OPS,CL,8.0,24.61,5.91,0.9,14.7,80.04,0,5
1120,Meera Reddy,HR,EL,6.0,19.05,6.63,0.57,2.52,85.59,1,12
1045,Meera Reddy,ENG,CO,4.0,5.81,7.14,2.7,19.38,84.68,0,6
1030,Priya Verma,ENG,CL,2.0,6.24,1.14,0.16,9.98,87.01,1,11
1117,Arjun Nair,OPS,EL,3.0,10.76,8.22,4.91,13.82,92.66,0,9
1058,Priya Iyer,HR,CO,4.0,22.56,10.22,1.78,5.23,93.93,1,10
1137,Meera Gupta,SALES,CL,6.0,29.22,8.57,4.62,40.91,65.44,1,11
1018,Arjun Gupta,ENG,CL,5.0,20.56,0.12,0.97,9.83,94.01,0,3
1038,Arjun Sharma,SALES,EL,7.0,15.27,2.61,4.83,2.61,82.44,0,1
1024,Vikram Singh,HR,CO,1.0,29.07,7.29,4.92,16.82,75.72,0,7
1034,Rohan Iyer,ENG,EL,7.0,13.72,11.08,1.03,17.48,75.61,0,4
1074,Anjali Singh,SALES,CO,9.0,8.89,2.71,1.06,15.85,78.74,0,2
1076,Deepa Reddy,FIN,EL,5.0,5.62,10.02,1.83,16.83,86.09,0,5
1060,Deepa Verma,OPS,CO,9.0,11.26,8.03,4.44,9.2,87.14,1,10
1069,Vikram Sharma,HR,EL,5.0,13.41,6.23,4.9,13.93,88.44,0,1
1005,Priya Singh,HR,CL,1.0,12.93,5.8,1.47,5.17,75.52,0,2
1030,Priya Verma,ENG,EL,7.0,5.04,3.4,4.41,11.87,87.16,1,11
1001,Rohan Patel,OPS,CL,5.0,9.75,9.82,0.58,13.12,81.82,0,7
1013,Meera Reddy,FIN,EL,5.0,29.37,9.91,0.3,7.52,93.51,0,8
1130,Priya Nair,OPS,CO,1.0,27.81,10.49,2.51,8.75,81.79,0,9
1140,Sanjay Singh,ENG,EL,9.0,16.35,3.62,1.92,17.09,89.98,0,1
1047,Sanjay Reddy,HR,EL,1.0,16.16,6.61,4.72,4.25,85.4,1,12
1073,Priya Singh,HR,CL,4.0,28.41,3.7,4.35,15.28,79.96,1,11
1133,Meera Iyer,SALES,CL,2.0,23.21,2.4,1.86,10.03,89.51,0,1
1101,Meera Verma,SALES,CL,3.0,18.52,9.82,0.86,16.16,88.86,0,6
1038,Arjun Sharma,SALES,CO,4.0,8.46,7.99,2.62,12.79,81.76,0,7
1127,Meera Patel,FIN,EL,9.0,15.18,8.13,1.13,12.04,88.95,0,7
1055,Priya Iyer,FIN,CO,4.0,23.11,2.27,4.46,8.62,78.96,1,11
1081,Deepa Reddy,OPS,EL,8.0,15.72,7.03,2.61,3.0,76.31,0,4
1132,Priya Sharma,OPS,EL,2.0,13.98,9.7,1.94,15.92,81.12,1,11
1067,Arjun Sharma,HR,CL,4.0,8.8,1.56,1.73,16.15,79.93,1,12
1023,Rohan Reddy,FIN,CO,7.0,26.47,7.61,1.27,11.11,85.55,1,12
1064,Anjali Nair,HR,CO,3.0,5.44,6.2,2.65,8.02,80.95,0,1
1028,Priya Nair,OPS,CO,4.0,24.97,9.64,2.08,5.67,80.68,1,11
1025,Anjali Sharma,FIN,EL,8.0,20.25,4.59,1.52,0.5,75.08,0,3
1090,Arjun Reddy,HR,CL,2.0,26.28,9.58,1.34,4.89,79.55,0,9
1044,Arjun Reddy,SALES,EL,9.0,15.97,2.62,0.65,0.25,78.08,0,4
1047,Sanjay Reddy,HR,EL,1.0,27.17,10.67,3.73,0.7,86.5,0,7
1061,Anjali Sharma,OPS,EL,1.0,26.44,5.69,0.02,0.22,83.33,0,8
1131,Anjali Iyer,HR,EL,9.0,9.45,10.66,2.21,2.86,90.29,0,5
1027,Deepa Nair,ENG,EL,7.0,16.93,11.93,3.4,1.48,94.86,0,3
1068,Anjali Sharma,FIN,CL,6.0,17.96,7.05,0.87,19.26,78.51,0,9
1133,Meera Iyer,SALES,CL,9.0,12.17,3.37,0.8,3.28,80.7,0,7
1061,Anjali Sharma,OPS,CL,4.0,10.81,10.58,1.64,2.26,92.4,1,10
1050,Arjun Iyer,ENG,CL,5.0,16.34,11.87,0.27,7.1,84.64,0,8
1064,Anjali Nair,HR,EL,4.0,26.87,11.26,4.03,17.01,86.01,0,4
1060,Deepa Verma,OPS,CL,4.0,14.96,3.8,2.34,5.71,94.23,1,10
1108,Meera Reddy,HR,EL,1.0,7.47,6.96,3.14,7.3,85.71,1,11
1063,Priya Reddy,FIN,CO,9.0,15.66,4.0,1.58,15.48,76.04,0,1
1144,Meera Sharma,SALES,EL,2.0,8.27,2.83,4.66,46.83,71.39,1,11
1042,Sanjay Sharma,HR,CL,6.0,10.38,9.73,0.99,4.27,88.52,1,10
1071,Arjun Nair,OPS,EL,5.0,13.08,11.22,1.82,7.81,77.12,0,2
1138,Meera Patel,ENG,CO,4.0,19.64,7.1,3.6,14.9,85.29,0,5
1109,Arjun Singh,FIN,CO,7.0,16.22,7.19,0.36,4.54,93.63,0,3
1144,Meera Sharma,SALES,EL,3.0,5.49,3.92,3.14,5.5,93.19,0,3
1127,Meera Patel,FIN,CL,8.0,27.73,11.49,0.39,10.65,81.07,0,7
1012,Sanjay Gupta,ENG,CL,2.0,19.45,11.5,2.52,1.66,87.4,0,9
1058,Priya Iyer,HR,CL,6.0,9.78,9.23,1.33,15.34,79.12,0,9
1131,Anjali Iyer,HR,CL,6.0,7.66,10.1,2.41,13.19,85.21,0,3
1028,Priya Nair,OPS,CO,2.0,17.09,1.34,0.58,16.03,85.59,0,2
1024,Vikram Singh,HR,CO,3.0,11.56,0.63,1.15,16.04,92.03,0,3
1093,Sanjay Reddy,HR,EL,4.0,10.38,3.5,0.86,7.59,93.22,0,5
1101,Meera Verma,SALES,CO,5.0,26.26,10.53,2.75,38.76,61.81,1,12
1101,Meera Verma,SALES,EL,7.0,15.68,1.55,4.74,44.83,63.88,1,10
1057,Rohan Patel,OPS,EL,4.0,6.81,3.48,4.41,2.94,89.22,0,9
1046,Arjun Singh,OPS,EL,8.0,7.33,5.62,4.44,12.83,83.27,0,2
1062,Anjali Reddy,FIN,EL,3.0,12.98,11.63,4.67,17.41,83.44,1,11
1022,Deepa Reddy,FIN,EL,7.0,7.81,0.91,2.89,12.85,92.0,0,1
1074,Anjali Singh,SALES,CL,8.0,5.97,2.33,2.68,18.7,91.7,0,9
1097,Meera Sharma,HR,CO,5.0,15.74,5.65,0.79,0.62,93.94,0,9
1014,Meera Gupta,HR,CL,3.0,7.08,11.14,2.9,13.34,93.23,0,1
1048,Sanjay Sharma,HR,CO,1.0,5.97,2.24,4.16,15.34,82.01,0,7
1092,Sanjay Reddy,FIN,CO,5.0,7.53,8.11,1.24,0.31,78.34,0,3
1129,Meera Sharma,FIN,CO,5.0,5.91,10.83,0.37,17.88,79.56,0,7
1099,Deepa Gupta,ENG,CL,3.0,24.82,7.25,2.47,0.8,94.69,0,1
1127,Meera Patel,FIN,CL,4.0,19.64,7.04,2.23,16.72,80.3,0,9
1062,Anjali Reddy,FIN,EL,5.0,14.87,7.75,0.75,18.65,82.66,0,4
1115,Meera Iyer,SALES,CL,1.0,8.39,5.37,4.15,6.05,84.35,0,1
1008,Meera Reddy,OPS,CL,2.0,27.2,5.46,2.78,8.08,84.2,0,6
1089,Rohan Singh,SALES,CL,8.0,16.25,4.05,1.94,35.28,83.29,1,12
1022,Deepa Reddy,FIN,CL,5.0,17.59,2.19,2.87,12.75,86.13,0,4
1080,Sanjay Sharma,ENG,CO,4.0,15.82,5.81,3.24,0.37,88.08,0,7
1014,Meera Gupta,HR,EL,9.0,28.08,8.27,0.64,7.13,86.85,1,10
1037,Vikram Gupta,OPS,EL,6.0,5.23,2.42,4.8,12.27,80.23,0,7
1030,Priya Verma,ENG,CL,9.0,11.12,10.58,2.08,14.41,93.37,0,7
1042,Sanjay Sharma,HR,EL,8.0,12.78,3.92,0.05,14.02,77.27,0,5
1108,Meera Reddy,HR,CL,8.0,19.6,0.99,3.83,1.4,84.57,0,8
1106,Sanjay Patel,HR,CO,2.0,16.52,8.06,0.81,9.73,89.77,0,2
1056,Anjali Iyer,OPS,CO,7.0,23.41,9.29,3.28,9.43,86.43,0,9
1033,Meera Iyer,ENG,CO,8.0,27.28,6.07,0.39,6.12,88.11,0,9
1117,Arjun Nair,OPS,CO,3.0,17.96,5.54,1.57,11.62,89.6,0,2
1025,Anjali Sharma,FIN,EL,7.0,15.96,7.33,3.12,2.64,90.12,0,2
1087,Arjun Gupta,OPS,CO,3.0,25.19,4.28,0.5,19.24,88.05,1,11
1081,Deepa Reddy,OPS,CL,1.0,29.54,1.62,1.57,9.71,84.56,1,12
1066,Arjun Gupta,SALES,EL,9.0,17.55,7.26,2.8,9.73,85.1,0,2
1102,Priya Reddy,SALES,CO,4.0,8.28,9.19,4.66,18.95,82.38,0,3
1102,Priya Reddy,SALES,CL,1.0,28.35,2.2,1.26,44.03,65.82,1,10
1022,Deepa Reddy,FIN,CL,6.0,24.54,1.24,0.54,2.02,75.23,0,8
1046,Arjun Singh,OPS,CO,6.0,11.38,10.3,2.73,11.39,81.86,0,9
1042,Sanjay Sharma,HR,EL,7.0,6.15,6.53,1.69,9.47,87.26,0,1
1013,Meera Reddy,FIN,EL,2.0,25.49,10.87,0.6,10.64,80.69,1,10
1090,Arjun Reddy,HR,CO,1.0,25.31,10.24,4.57,5.31,93.08,0,7
1073,Priya Singh,HR,CL,1.0,6.26,0.53,3.6,8.89,80.13,1,11
1069,Vikram Sharma,HR,CL,6.0,5.01,9.67,0.4,3.83,82.72,0,1
1127,Meera Patel,FIN,EL,4.0,8.08,1.77,0.15,1.43,88.2,1,10
1148,Meera Iyer,FIN,EL,1.0,29.81,7.91,0.25,2.09,92.62,1,12
1100,Sanjay Gupta,FIN,CL,9.0,18.62,3.4,4.74,16.85,89.45,0,9
1133,Meera Iyer,SALES,EL,9.0,21.07,7.05,4.48,13.06,81.98,0,9
1001,Rohan Patel,OPS,EL,4.0,14.34,8.04,0.36,5.13,89.28,0,9
1049,Vikram Gupta,HR,EL,2.0,8.79,5.3,3.85,5.28,75.11,0,4
1023,Rohan Reddy,FIN,CL,2.0,16.07,11.39,1.23,10.64,84.65,0,6
1060,Deepa Verma,OPS,CO,6.0,10.36,8.86,0.95,11.47,79.3,0,3
1060,Deepa Verma,OPS,CL,7.0,28.05,2.34,4.8,2.85,85.18,0,5
1053,Deepa Reddy,OPS,CO,1.0,17.81,3.21,2.27,9.42,89.13,0,7
1114,Deepa Nair,HR,EL,1.0,5.34,1.95,4.92,1.52,88.58,1,11
1080,Sanjay Sharma,ENG,CL,7.0,26.88,8.45,2.27,10.81,91.99,1,10
1144,Meera Sharma,SALES,CL,5.0,17.33,6.95,0.95,18.02,88.48,0,8
1107,Priya Singh,SALES,CO,9.0,11.58,1.96,1.81,5.02,88.67,0,8
1053,Deepa Reddy,OPS,CL,2.0,26.03,6.96,3.09,5.66,92.9,0,8
1010,Anjali Iyer,FIN,CL,7.0,21.25,0.3,4.05,10.73,80.56,0,1
1106,Sanjay Patel,HR,EL,6.0,22.24,3.62,3.13,3.01,84.38,0,3
1058,Priya Iyer,HR,CO,8.0,9.39,7.17,2.12,8.93,80.08,0,4
1020,Anjali Verma,ENG,EL,4.0,18.59,3.66,0.91,1.72,89.28,0,3
1068,Anjali Sharma,FIN,CL,5.0,8.71,6.65,2.64,14.68,76.1,0,4
1022,Deepa Reddy,FIN,EL,3.0,9.59,5.18,4.09,16.86,85.41,0,2
1028,Priya Nair,OPS,EL,4.0,8.19,7.67,0.38,2.68,87.9,0,9
1149,Deepa Gupta,SALES,CO,5.0,24.02,2.02,4.17,3.9,92.85,0,3
1121,Sanjay Nair,OPS,CL,8.0,17.43,1.13,1.45,19.67,94.21,0,3
1146,Deepa Gupta,ENG,CL,1.0,27.85,4.42,1.87,7.67,91.73,0,1
1054,Sanjay Gupta,SALES,CL,7.0,13.35,9.81,0.19,17.42,85.25,0,3
1045,Meera Reddy,ENG,EL,4.0,21.69,0.15,4.36,8.93,81.86,0,1
1086,Rohan Patel,HR,CL,1.0,25.33,11.49,4.42,18.67,92.17,0,1
1029,Rohan Verma,ENG,CL,8.0,20.09,6.04,4.34,19.05,83.1,1,12
1131,Anjali Iyer,HR,EL,1.0,11.91,9.51,1.13,13.63,80.07,0,2
1032,Arjun Nair,OPS,EL,7.0,29.04,9.24,2.44,6.75,85.99,0,8
1064,Anjali Nair,HR,EL,3.0,13.12,8.65,3.29,19.18,93.62,1,10
1124,Anjali Sharma,FIN,CL,1.0,11.85,10.15,2.14,5.44,82.68,0,3
1088,Priya Verma,HR,CO,1.0,26.01,8.42,3.95,7.02,83.09,0,6
1008,Meera Reddy,OPS,EL,1.0,6.53,7.09,4.95,3.34,75.93,0,9
1123,Sanjay Verma,OPS,CL,4.0,25.74,8.45,4.73,8.18,88.24,0,9
1007,Meera Reddy,ENG,CO,5.0,16.24,2.26,2.54,10.57,91.21,0,1
1109,Arjun Singh,FIN,EL,7.0,23.02,6.0,4.47,18.4,76.1,0,3
1085,Meera Nair,FIN,CO,4.0,18.56,1.78,3.73,0.17,78.37,0,2
1091,Anjali Singh,OPS,CO,4.0,23.36,4.45,3.6,13.52,89.11,1,11
1044,Arjun Reddy,SALES,CL,1.0,6.85,2.3,4.2,14.5,92.9,0,8
1081,Deepa Reddy,OPS,CO,6.0,10.24,0.14,4.99,5.62,88.36,0,1
1081,Deepa Reddy,OPS,EL,1.0,27.86,10.09,4.24,15.43,92.62,0,2
1134,Anjali Iyer,HR,EL,9.0,26.02,5.67,0.2,12.77,76.01,1,11
1063,Priya Reddy,FIN,EL,8.0,21.91,1.11,3.65,6.95,88.62,1,11
1136,Rohan Iyer,OPS,CL,2.0,7.82,6.92,0.2,10.55,92.73,0,9
1141,Meera Gupta,ENG,CO,7.0,13.17,7.48,0.28,0.48,84.0,0,3
